,Order,Family,Species,JetzTreeName,Humerus_length_mm,Ulna_length_mm,Radius_length_mm,Carpometacarpus_length_mm,Femur_length_mm,Tibiotarsus_length_mm,Tarsometatarsus_length_mm,Spec_no.,Reference,Body_mass_g,Foraging_niche,TrophicEcology,Habitat,Kipps.dist,Ontogeny,Magnificent7
74,Pelecaniformes,Ardeidae,Egretta_caerulea,Egretta_caerulea,92.4,NA,104.8,52.8,53.1,121.3,91.3,MCZ_6977,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",338.6,Aquatic ground,Aquatic predator,Wetland,98.3,Semialtricial,Phaethoquornithes
75,Pelecaniformes,Ardeidae,Egretta_gularis,Egretta_gularis,100.3,NA,108.7,56.6,57,122.5,88.8,MCZ_226,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",312,Aquatic ground,Aquatic predator,Coastal,88.1,Semialtricial,Phaethoquornithes
76,Pelecaniformes,Ardeidae,Egretta_thula,Egretta_thula,100.6,NA,114.4,54.6,57,137,96.6,MCZ_7301,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",371,Aquatic ground,Aquatic predator,Wetland,79.8,Semialtricial,Phaethoquornithes
77,Pelecaniformes,Ardeidae,Pilherodius_pileatus,Pilherodius_pileatus,94.13,121.45,115.34,55.96,56.63,119.26,89.61,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",568.6,Aquatic ground,Aquatic predator,Wetland,71,Semialtricial,Phaethoquornithes
78,Pelecaniformes,Ardeidae,Tigrisoma_lineatum,Tigrisoma_lineatum,98.1,NA,107.6,52.5,70.9,122.4,92.6,MCZ_3831,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",813,Aquatic ground,Aquatic predator,Wetland,50.4,Semialtricial,Phaethoquornithes
79,Pelecaniformes,Ardeidae,Cochlearius_cochlearius,Cochlearius_cochlearius,99,NA,110,52,68,119,78,MCZ_3517,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",643.2,Aquatic ground,Aquatic predator,Wetland,77.5,Semialtricial,Phaethoquornithes
80,Ciconiiformes,Ciconiidae,Ciconia_nigra,Ciconia_nigra,206,NA,246,106,90,267,212,MCZ_6997,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",2926,Aquatic ground,Aquatic predator,Woodland,228.3,Semialtricial,Phaethoquornithes
81,Ciconiiformes,Ciconiidae,Mycteria_ibis,Mycteria_ibis,158,NA,178,84,83,229,188,MCZ_288,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",2155.6,NA,Omnivore,Wetland,188.9,Semialtricial,Phaethoquornithes
82,Ciconiiformes,Ciconiidae,Jabiru_mycteria,Jabiru_mycteria,237,NA,262,119,109,370,322,MCZ_1337,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",5996.3,Aquatic ground,Aquatic predator,Grassland,260.8,Semialtricial,Phaethoquornithes
83,Ciconiiformes,Ciconiidae,Leptoptilos_crumenifer,Leptoptilos_crumeniferus,238,NA,299,125,105,289,224,MCZ_338,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",6067.87,NA,NA,NA,NA,Semialtricial,Phaethoquornithes
84,Ciconiiformes,Ciconiidae,Leptoptilos_dubius,Leptoptilos_dubius,278,NA,373,163,122,356,282,MCZ_337,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",9050,NA,Omnivore,Wetland,328.8,Semialtricial,Phaethoquornithes
85,Ciconiiformes,Ciconiidae,Mycteria_americana,Mycteria_americana,163,NA,195,92,82,227,186,MCZ_3442,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",2554.5,Aquatic ground,Aquatic predator,Wetland,165.1,Semialtricial,Phaethoquornithes
86,Ciconiiformes,Ciconiidae,Ephippiorhynchus_asiaticus,Ephippiorhynchus_asiaticus,216,NA,245,107,102,350,301,MCZ_261,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",4100,Aquatic ground,Aquatic predator,Wetland,231.2,Semialtricial,Phaethoquornithes
87,Pelecaniformes,Threskiornithidae,Platalea_ajaja,Platalea_ajaja,134,NA,151,74,73,156,109,MCZ_6534,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",1490,Aquatic ground,Aquatic predator,Wetland,119.3,Semialtricial,Phaethoquornithes
88,Pelecaniformes,Threskiornithidae,Eudocimus_ruber,Eudocimus_ruber,92,NA,101,54,59,127,89,MCZ_7528,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",660.1,Aquatic ground,Aquatic predator,Wetland,94.3,Semialtricial,Phaethoquornithes
89,Pelecaniformes,Threskiornithidae,Platalea_leucoroidea,Platalea_leucorodia,145,NA,161,80,85,195,149,MCZ_1468,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",1868,Aquatic ground,Aquatic predator,Wetland,146,Semialtricial,Phaethoquornithes
90,Pelecaniformes,Threskiornithidae,Plegadis_falcinellus,Plegadis_falcinellus,92,NA,99,54,59,133,101,MCZ_6983,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",626.6,Aquatic ground,Aquatic predator,Wetland,104.7,Semialtricial,Phaethoquornithes
91,Pelecaniformes,Threskiornithidae,Theristicus_melanopis,Theristicus_melanopis,115,NA,122,65,60,112,75,MCZ_206,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",1250,NA,Omnivore,Human Modified,156.8,Semialtricial,Phaethoquornithes
92,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus_roseus,Phoenicopterus_roseus,206,NA,218,97,90.8,367,351,MCZ_1445,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",3031.6,Aquatic ground,Aquatic predator,Wetland,163.9,Semiprecocial,Mirandornithes
93,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus_ruber,Phoenicopterus_ruber,188,NA,197,88,85.6,344,327,MCZ_7731,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",3031.6,Aquatic ground,Aquatic predator,Coastal,190.5,Semiprecocial,Mirandornithes
94,Anseriformes,Anhimidae,Anhima_cornuta,Anhima_cornuta,213,NA,238,106,99,184,126,MCZ_1387,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",3150,Herbivore aquatic ground,Herbivore aquatic,Wetland,181.1,Precocial_1,Galloanseres
95,Anseriformes,Anhimidae,Chauna_chavaria,Chauna_chavaria,175,NA,192,94,95,177,126,MCZ_307,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",2557.6,Herbivore aquatic ground,Herbivore aquatic,Wetland,171.8,Precocial_1,Galloanseres
96,Anseriformes,Anatidae,Aix_sponsa,Aix_sponsa,67,NA,51,43,40,62,35,MCZ_7372,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",657.6,NA,Omnivore,Wetland,108.5,Precocial_1,Galloanseres
97,Anseriformes,Anatidae,Alopochen_aegyptiaca,Alopochen_aegyptiaca,138,NA,126,83,75,140,87,MCZ_260,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",1873,NA,Omnivore,Wetland,143,Precocial_1,Galloanseres
98,Anseriformes,Anatidae,Spatula_clypeata,Anas_clypeata,73,NA,58,44.5,49,65,34,MCZ_7105,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",612.56,Aquatic surface,NA,NA,NA,Precocial_1,Galloanseres
99,Anseriformes,Anatidae,Anas_platyrhynchos,Anas_platyrhynchos,89,NA,67,56,48,78,43,MCZ_1898,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",843.4,Herbivore aquatic surface,Herbivore aquatic,Wetland,133.5,Precocial_1,Galloanseres
100,Anseriformes,Anatidae,Anas_rubripes,Anas_rubripes,89,NA,70,56,48,75,42,MCZ_2850,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",1241,Herbivore aquatic surface,Herbivore aquatic,Wetland,136.5,Precocial_1,Galloanseres
101,Anseriformes,Anatidae,Lophonetta_specularoides,Lophonetta_specularioides,95,NA,78,58,56,87,49,MCZ_3053,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",1019.9,Aquatic ground,Aquatic predator,Wetland,117.5,Precocial_1,Galloanseres
102,Anseriformes,Anatidae,Anser_caerulescens,Chen_caerulescens,138,NA,129,75,69,124,74,MCZ_1883,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",2636.15,Herbivore ground,NA,NA,NA,Precocial_1,Galloanseres
103,Anseriformes,Anatidae,Anser_erythropus,Anser_erythropus,181,NA,164,104,87,148,85,MCZ_330,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",1755.5,Herbivore ground,Herbivore terrestrial,Grassland,195.5,Precocial_1,Galloanseres
104,Anseriformes,Anatidae,Anser_fabalis,Anser_fabalis,147,NA,131,83,75,127,74,MCZ_262,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",2754.7,Herbivore ground,Herbivore terrestrial,Wetland,225.4,Precocial_1,Galloanseres
105,Anseriformes,Anatidae,Aythya_marila,Aythya_marila,79,NA,64,43,44,70,35,MCZ_1471,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",1005.4,Aquatic dive,Aquatic predator,Wetland,104.1,Precocial_1,Galloanseres
106,Anseriformes,Anatidae,Biziura_lobata,Biziura_lobata,104,NA,88,60,62,108,50,MCZ_2067,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",1928.5,Aquatic dive,Aquatic predator,Wetland,85.9,Precocial_1,Galloanseres
107,Anseriformes,Anatidae,Branta_canadensis,Branta_canadensis,185,NA,164,104,89,148,94,MCZ_6738,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",2811.7,Herbivore ground,Herbivore terrestrial,Grassland,206.5,Precocial_1,Galloanseres
108,Anseriformes,Anatidae,Callonetta_leucophrys,Callonetta_leucophrys,62.91,56.42,53.03,39.09,35.2,56.31,31.19,NHMLAC_unknown,"Bell et al., 2021. Front.EarthSci.",362.8,Herbivore aquatic surface,Herbivore aquatic,Wetland,72.2,Precocial_1,Galloanseres
109,Anseriformes,Anatidae,Bucephala_albeola,Bucephala_albeola,64,NA,52,37,40,59,33,MCZ_1915,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",397.5,Aquatic dive,Aquatic predator,Wetland,75,Precocial_1,Galloanseres
110,Anseriformes,Anatidae,Cairina_moschata,Cairina_moschata,110,NA,88,68,58,90,49,MCZ_1901,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",2415.8,NA,Omnivore,Wetland,124,Precocial_1,Galloanseres
111,Anseriformes,Anatidae,Cereopsis_novaehollandiae,Cereopsis_novaehollandiae,168,NA,157,90,81,146,95,MCZ_7095,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",3560,Herbivore ground,Herbivore terrestrial,Shrubland,155.8,Precocial_1,Galloanseres
112,Anseriformes,Anatidae,Chloephaga_picta,Chloephaga_picta,162,NA,147,89,88,159,97,MCZ_3031,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",2880.4,Herbivore ground,Herbivore terrestrial,Grassland,178.2,Precocial_1,Galloanseres
113,Anseriformes,Anatidae,Clangula_hyemalis,Clangula_hyemalis,70,NA,58,44,40,64,32,MCZ_6497,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",871,Aquatic dive,Aquatic predator,Wetland,108.5,Precocial_1,Galloanseres
114,Anseriformes,Anatidae,Cygnus_atratus,Cygnus_atratus,163,NA,149,95,84,141,93,MCZ_6936,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",5623.2,Herbivore aquatic surface,Herbivore aquatic,Wetland,206,Precocial_1,Galloanseres
115,Anseriformes,Anatidae,Cygnus_cygnus,Cygnus_cygnus,269,NA,260,132,107,188,110,MCZ_335,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",9350,Herbivore aquatic surface,Herbivore aquatic,Wetland,260.5,Precocial_1,Galloanseres
116,Anseriformes,Anatidae,Cygnus_[columbianus?],Cygnus_columbianus,310,NA,275,145,114,212,113,MCZ_3544,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",6378,Herbivore aquatic surface,Herbivore aquatic,Wetland,243.8,Precocial_1,Galloanseres
117,Anseriformes,Anatidae,Dendrocygna_autumnalis,Dendrocygna_autumnalis,92,NA,93,52,50,87,56,MCZ_273,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",755.3,Herbivore ground,Herbivore terrestrial,Wetland,79.1,Precocial_1,Galloanseres
118,Anseriformes,Anatidae,Dendrocygna_bicolor,Dendrocygna_bicolor,95,NA,93,49,49,84,52,MCZ_7071,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",756.4,NA,Omnivore,Wetland,65.5,Precocial_1,Galloanseres
119,Anseriformes,Anatidae,Histrionicus_histrionicus,Histrionicus_histrionicus,69,NA,55,43,44,70,38,MCZ_2957,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",561.6,Aquatic dive,Aquatic predator,Marine,95,Precocial_1,Galloanseres
120,Anseriformes,Anatidae,Melanitta_fusca,Melanitta_fusca,96,NA,83,58,55,90,47,MCZ_6956,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",1800.2,Aquatic dive,Aquatic predator,Wetland,125.8,Precocial_1,Galloanseres
121,Anseriformes,Anatidae,Merganetta_armata,Merganetta_armata,53,NA,40,27,35,65,38,MCZ_5094,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",398.8,Aquatic dive,Aquatic predator,Riverine,63.1,Precocial_1,Galloanseres
122,Anseriformes,Anatidae,Mergus_merganser,Mergus_merganser,85,NA,60.5,43.7,51.4,84,45.3,MCZ_1436,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",1451,Aquatic dive,Aquatic predator,Riverine,123.8,Precocial_1,Galloanseres
123,Anseriformes,Anatidae,Mergus_serrator,Mergus_serrator,90,NA,70,52,49,83,47,MCZ_2835,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",1015.2,Aquatic dive,Aquatic predator,Wetland,114.8,Precocial_1,Galloanseres
124,Anseriformes,Anatidae,Netta_peposaca,Netta_peposaca,94,NA,75,53,51,82,40,MCZ_2988,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",1000,Herbivore aquatic surface,Herbivore aquatic,Wetland,102.5,Precocial_1,Galloanseres
125,Anseriformes,Anatidae,Oxyura_australis,Oxyura_australis,78,NA,62,36,46,73,37,MCZ_1437,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",798,Herbivore aquatic dive,Herbivore aquatic,Wetland,66,Precocial_1,Galloanseres
126,Anseriformes,Anatidae,Plectropterus_gambensis,Plectropterus_gambensis,178,NA,158,94.5,96.6,173,112.8,MCZ_196,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",3869,NA,Omnivore,Wetland,172.2,Precocial_1,Galloanseres
127,Anseriformes,Anatidae,Somateria_mollissima,Somateria_mollissima,110,NA,89,67,67,110,50,MCZ_7453,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",2060.9,Aquatic dive,Aquatic predator,Marine,126.2,Precocial_1,Galloanseres
128,Anseriformes,Anatidae,Tachyeres_brachypterus,Tachyeres_brachypterus,114,NA,85,62,76,120,61,MCZ_2204,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",3450,Aquatic dive,Aquatic predator,Marine,112.9,Precocial_1,Galloanseres
129,Anseriformes,Anatidae,Tadorna_tadorna,Tadorna_tadorna,113,NA,101,69,57,102,68,MCZ_7538,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",1146.8,Aquatic ground,Aquatic predator,Coastal,161.7,Precocial_1,Galloanseres
130,Accipitriformes,Sagittariidae,Sagittarius_serpentarius,Sagittarius_serpentarius,183,NA,178,89,100,283,272,MCZ_1925,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",4017,Vertivore ground,Vertivore,Grassland,250.2,Semialtricial,Telluraves
131,Accipitriformes,Pandionidae,Pandion_haliaetus,Pandion_haliaetus,146,NA,178,88,77,122,53,MCZ_7607,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",1483.2,Aquatic aerial,Aquatic predator,Marine,204.8,Semialtricial,Telluraves
132,Falconiformes,Falconidae,Falco_jugger,Falco_jugger,88,NA,97,59,70,90,56,MCZ_294,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",755,Vertivore aerial,Vertivore,Woodland,174,Semialtricial,Telluraves
133,Falconiformes,Falconidae,Falco_sparverius,Falco_sparverius,45,NA,46,26,36,49,33,MCZ_7402,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",114.6,NA,Omnivore,Grassland,77.9,Semialtricial,Telluraves
134,Falconiformes,Falconidae,Herpetotheres_cachinnans,Herpetotheres_cachinnans,85,NA,88,44,61,99,63,MCZ_2931,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",623.6,Vertivore perch,Vertivore,Forest,51,Semialtricial,Telluraves
135,Falconiformes,Falconidae,Phalcoboenus_australis,Phalcoboenus_australis,116,NA,107,65,80,108,83,MCZ_252,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",1187,Vertivore ground,Vertivore,Grassland,165.5,Semialtricial,Telluraves
136,Falconiformes,Falconidae,Caracara_plancus,Caracara_plancus,104,NA,104,55,65,106,89,MCZ_1496,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",1078.6,NA,Omnivore,Shrubland,92.3,Semialtricial,Telluraves
137,Accipitriformes,Accipitridae,Accipiter_gentilis,Accipiter_gentilis,95,NA,100,56,79,109,80,MCZ_216,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",866,Vertivore perch,Vertivore,Forest,122.6,Semialtricial,Telluraves
138,Accipitriformes,Accipitridae,Buteo_jamaicensis,Buteo_jamaicensis,118,NA,130,66,84,114,87,MCZ_7793,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",1101.2,Vertivore perch,Vertivore,Woodland,139.9,Semialtricial,Telluraves
139,Accipitriformes,Accipitridae,Rupornis_magnirostris,Buteo_magnirostris,64,NA,67,35,53,76,62,MCZ_2743,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",269,Vertivore perch,NA,NA,NA,Semialtricial,Telluraves
140,Accipitriformes,Accipitridae,Buteo_rufinus,Buteo_rufinus,114,NA,118,61,71,111,74,MCZ_6912,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",1166.2,Vertivore perch,Vertivore,Grassland,180.8,Semialtricial,Telluraves
141,Accipitriformes,Accipitridae,Circus_cyaneus,Circus_cyaneus,96,NA,107,57,69,103,82,MCZ_1417,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",393,Vertivore air to surface,Vertivore,Grassland,158.9,Semialtricial,Telluraves
142,Accipitriformes,Accipitridae,Elanus_leucurus,Elanus_leucurus,80,NA,90,44,49,64,35,MCZ_3430,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",346,Vertivore air to surface,Vertivore,Human Modified,120.3,Semialtricial,Telluraves
143,Accipitriformes,Accipitridae,Geranospiza_caerulescens,Geranospiza_caerulescens,77,NA,80,40,71,108,80,MCZ_3032,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",302.5,NA,Vertivore,Woodland,65.1,Semialtricial,Telluraves
144,Accipitriformes,Accipitridae,Gypaetus_barbartus,Gypaetus_barbatus,222,NA,233,114,111,160,92,MCZ_329,"Gatesy S.M. & Middleton K.M., 1997. J.Vert.Paleo, 17(2): 306-329;Middleton K.M. & Gatesy S.M., 2000. Zoo.J.Linn.Soc, 128: 149-187.",5695,Scavenger ground,Scavenger,Rock,370.2,Semialtricial,Telluraves
